"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"3805",68,21,8000,1,1,"other",1300000,183,76,3e+06
"3806",69,33,7000,1,1,"other",650000,184,76,943000
"3807",72,26,8000,1,1,"other",3400000,190,82,7500000
"3808",74,26,18000,1,1,"other",6500000,184,82,0
"3809",66,26,2000,1,0,"other",7e+05,184,75,928000
"3810",68,23,13000,1,1,"other",1100000,180,76,2300000
"3811",67,24,4000,1,1,"other",1e+06,180,82,2100000
"3812",62,19,3000,1,1,"other",650000,174,65,1500000
"3813",87,25,195000,2,0,"Top_10",56500000,189,85,108800000
"3814",72,36,6000,1,0,"other",1100000,184,81,1400000
"3815",60,19,2000,1,1,"other",450000,171,67,1200000
"3816",78,35,21000,2,0,"other",4800000,192,85,7100000
"3817",70,19,8000,1,1,"other",3800000,174,78,7800000
"3818",68,22,2000,1,0,"other",1200000,170,73,1900000
"3819",60,21,1000,1,1,"other",350000,193,91,595000
"3820",76,31,21000,1,0,"other",7e+06,169,67,10500000
"3821",59,20,1000,1,1,"other",350000,185,75,726000
"3822",66,27,1000,1,1,"other",750000,168,70,1200000
"3823",56,19,1000,1,0,"other",190000,183,75,0
"3824",60,20,1000,1,1,"other",350000,172,65,578000
"3825",71,24,12000,1,1,"other",3e+06,182,71,5300000
"3826",59,24,1000,1,0,"other",190000,165,63,295000
"3827",67,26,8000,1,1,"other",875000,181,78,1800000
"3828",73,24,9000,1,0,"Top_20",4700000,174,69,9800000
"3829",64,18,5000,1,1,"other",1e+06,183,78,2800000
"3830",64,21,7000,1,1,"Top_10",975000,180,78,2600000
"3831",57,20,4000,1,1,"other",170000,175,64,0
"3832",65,22,4000,1,0,"other",675000,193,73,1300000
"3833",63,20,2000,1,0,"other",650000,187,77,1300000
"3834",66,30,1000,1,1,"other",525000,191,90,761000
"3835",63,34,1000,1,0,"other",190000,181,81,333000
"3836",69,23,4000,1,0,"other",1500000,170,69,2700000
"3837",70,18,21000,1,1,"Top_10",3700000,173,67,9800000
"3838",70,20,25000,1,1,"Top_30",2900000,184,77,6100000
"3839",79,31,33000,2,0,"other",9e+06,182,80,15300000
"3840",70,25,3000,1,0,"other",2100000,179,73,3500000
"3841",59,23,2000,1,1,"other",240000,175,71,420000
"3842",60,22,1000,1,0,"other",325000,188,78,536000
"3843",66,21,3000,1,0,"other",1200000,173,58,3400000
"3844",58,20,1000,1,1,"other",210000,187,77,368000
"3845",56,24,3000,1,1,"other",120000,170,68,225000
"3846",65,26,4000,1,0,"other",575000,185,81,1e+06
"3847",81,34,76000,3,0,"Top_20",6e+06,184,79,9900000
"3848",60,27,0,1,0,"other",0,179,69,0
"3849",74,30,19000,1,1,"other",4400000,175,74,9300000
"3850",65,32,3000,1,0,"other",350000,191,88,613000
"3851",63,16,1000,1,1,"other",8e+05,175,65,2300000
"3852",65,25,2000,1,1,"other",625000,176,74,1100000
"3853",73,35,4000,2,0,"other",1800000,187,92,2600000
"3854",73,29,9000,1,0,"other",3900000,192,82,7e+06
"3855",65,29,5000,1,0,"other",450000,183,84,788000
"3856",61,21,1000,1,1,"other",4e+05,175,70,660000
"3857",74,25,16000,1,1,"other",7e+06,167,67,10300000
"3858",75,29,29000,2,1,"other",6500000,178,78,11100000
"3859",67,32,4000,1,0,"other",6e+05,185,79,930000
"3860",68,30,4000,1,0,"other",875000,184,84,1300000
"3861",55,17,1000,1,1,"other",150000,181,70,394000
"3862",79,27,22000,2,0,"Top_30",12500000,184,75,18400000
"3863",64,24,2000,1,0,"other",575000,174,75,834000
"3864",60,18,1000,1,0,"other",425000,175,67,839000
"3865",75,33,12000,1,0,"other",3200000,188,75,4900000
"3866",63,21,1000,1,0,"other",650000,179,68,1200000
"3867",55,20,1000,1,1,"other",180000,175,64,356000
"3868",63,23,1000,1,0,"other",5e+05,185,84,763000
"3869",61,32,1000,1,1,"other",2e+05,175,68,250000
"3870",59,22,1000,1,1,"other",190000,180,83,0
"3871",64,26,4000,1,0,"other",550000,184,84,1e+06
"3872",63,24,1000,1,0,"other",425000,183,77,563000
"3873",78,22,50000,2,0,"Top_20",12500000,185,83,24700000
"3874",61,22,1000,1,1,"other",325000,180,72,569000
"3875",71,32,12000,1,1,"other",1800000,173,70,3700000
"3876",69,29,9000,1,1,"other",1e+06,180,70,1900000
"3877",56,19,1000,1,1,"other",190000,178,68,394000
"3878",63,25,4000,1,0,"other",425000,176,73,733000
"3879",75,31,19000,2,1,"other",5500000,175,73,8300000
"3880",67,22,1000,1,0,"other",1100000,185,70,1700000
"3881",64,23,2000,1,1,"other",625000,174,67,1400000
"3882",64,29,1000,1,1,"other",425000,180,78,680000
"3883",61,18,1000,1,1,"other",525000,166,65,1e+06
"3884",64,21,1000,1,1,"other",725000,189,78,1400000
"3885",69,36,4000,2,0,"other",190000,178,82,361000
"3886",58,19,3000,1,1,"other",220000,172,64,534000
"3887",60,20,1000,1,0,"other",325000,183,70,569000
"3888",67,31,1000,1,0,"other",675000,167,64,1500000
"3889",70,29,21000,1,1,"other",1700000,165,63,3e+06
"3890",61,32,1000,1,1,"other",160000,183,84,216000
"3891",72,24,16000,1,0,"other",3900000,180,75,9300000
"3892",67,28,5000,1,1,"other",650000,172,71,1100000
"3893",69,27,6000,1,0,"other",1200000,196,95,1900000
"3894",75,34,18000,1,0,"other",2600000,174,70,3600000
"3895",63,21,4000,1,1,"other",8e+05,171,63,2300000
"3896",51,19,1000,1,1,"other",70000,176,72,194000
"3897",72,27,7000,1,0,"other",3600000,186,84,5700000
"3898",65,27,2000,1,0,"other",625000,187,84,1100000
"3899",75,26,15000,1,0,"other",8e+06,179,70,12600000
"3900",76,31,48000,1,0,"other",6500000,178,66,12400000
"3901",63,21,1000,1,1,"other",575000,176,70,1100000
"3902",53,18,1000,1,1,"other",130000,192,84,319000
"3903",78,27,52000,2,0,"other",11500000,181,77,20400000
"3904",66,23,2000,1,1,"other",1e+06,173,72,1800000
"3905",71,30,23000,2,0,"other",2200000,180,70,4300000
"3906",64,23,3000,1,0,"other",6e+05,176,71,915000
"3907",61,19,2000,1,1,"other",5e+05,175,71,1400000
"3908",76,23,23000,1,0,"other",10500000,181,74,19700000
"3909",78,30,26000,2,1,"other",9500000,187,79,2e+07
"3910",64,34,2000,1,1,"other",160000,170,68,240000
"3911",66,29,6000,1,0,"other",625000,183,79,1300000
"3912",62,21,1000,1,1,"other",4e+05,170,64,630000
"3913",67,26,4000,1,0,"other",9e+05,184,85,1400000
"3914",60,19,1000,1,1,"other",450000,176,62,1100000
"3915",61,19,1000,1,1,"other",5e+05,183,78,1e+06
"3916",68,29,6000,1,1,"other",875000,172,76,1200000
"3917",64,19,2000,1,1,"Top_30",975000,175,65,2600000
"3918",60,20,3000,1,1,"other",425000,180,70,1100000
"3919",69,19,10000,1,1,"other",2e+06,180,72,4600000
"3920",68,21,4000,1,0,"other",1900000,191,80,0
"3921",56,25,3000,1,0,"other",110000,185,73,201000
"3922",69,28,14000,1,0,"other",1100000,190,92,1700000
"3923",74,34,9000,1,0,"other",3e+06,188,75,4300000
"3924",70,20,5000,1,1,"Top_30",3900000,178,73,10100000
"3925",61,19,2000,1,0,"other",550000,182,73,1200000
"3926",59,22,1000,1,1,"other",210000,178,75,305000
"3927",50,30,1000,1,1,"other",30000,173,71,50000
"3928",65,23,3000,1,1,"other",725000,177,72,0
"3929",62,21,1000,1,1,"other",475000,180,70,831000
"3930",56,20,1000,1,1,"other",150000,185,85,218000
"3931",66,25,3000,1,0,"other",7e+05,186,70,1100000
"3932",61,23,1000,1,1,"other",350000,173,71,543000
"3933",84,31,92000,3,0,"other",2.8e+07,190,79,47600000
"3934",66,21,2000,1,0,"other",975000,187,78,1600000
"3935",62,27,1000,1,1,"other",325000,185,83,463000
"3936",64,22,3000,1,1,"other",675000,190,82,1100000
"3937",65,24,1000,1,1,"other",725000,189,79,1e+06
"3938",66,27,5000,1,1,"other",6e+05,173,71,1100000
"3939",53,21,2000,1,1,"other",90000,180,74,149000
"3940",65,27,5000,1,1,"other",625000,185,77,1300000
"3941",64,33,2000,2,1,"other",280000,182,73,350000
"3942",62,22,3000,1,1,"other",475000,179,73,831000
"3943",73,22,25000,1,0,"other",5500000,187,75,10500000
"3944",64,20,1000,1,1,"other",6e+05,178,74,1400000
"3945",63,30,1000,1,1,"other",3e+05,175,74,375000
"3946",68,33,5000,1,0,"other",425000,185,80,638000
"3947",59,20,2000,1,1,"other",260000,182,73,429000
"3948",68,27,6000,1,1,"other",925000,195,94,1400000
"3949",64,20,3000,1,1,"other",975000,182,78,0
"3950",58,23,1000,1,1,"other",170000,174,70,247000
"3951",72,22,9000,1,1,"Top_30",4300000,175,65,9500000
"3952",66,21,10000,1,1,"other",9e+05,175,74,1700000
"3953",60,31,1000,1,1,"other",180000,175,67,243000
"3954",75,34,26000,2,0,"other",2500000,185,80,4700000
"3955",70,28,4000,1,0,"other",1800000,184,70,2400000
"3956",63,19,1000,1,1,"other",8e+05,179,77,1600000
"3957",65,33,2000,1,1,"other",350000,188,78,438000
"3958",66,20,2000,1,1,"other",1400000,178,68,0
"3959",64,31,3000,1,0,"other",325000,185,80,439000
"3960",65,30,1000,2,0,"other",5e+05,182,83,725000
"3961",59,21,1000,1,1,"other",350000,174,68,691000
"3962",55,19,1000,1,1,"other",150000,172,67,296000
"3963",65,20,4000,1,0,"other",875000,175,76,1500000
"3964",71,22,15000,1,1,"other",3400000,182,74,0
"3965",80,22,76000,2,0,"other",20500000,176,72,43100000
"3966",66,28,2000,1,1,"other",650000,174,70,813000
"3967",72,31,12000,1,0,"other",2700000,169,62,5200000
"3968",61,22,7000,1,1,"other",4e+05,184,78,8e+05
"3969",68,29,14000,1,1,"other",775000,179,73,1300000
"3970",62,22,1000,1,1,"other",5e+05,186,81,825000
"3971",63,24,3000,1,0,"other",475000,177,72,724000
"3972",59,22,2000,1,1,"other",250000,175,66,488000
"3973",75,30,1000,1,0,"other",5500000,192,83,12100000
"3974",62,22,1000,1,1,"other",425000,172,65,659000
"3975",63,21,1000,1,1,"other",6e+05,174,62,930000
"3976",63,22,3000,1,1,"other",550000,172,73,798000
"3977",58,23,1000,1,0,"other",160000,180,70,232000
"3978",73,35,11000,2,1,"other",1200000,182,79,1800000
"3979",66,22,2000,1,0,"other",1e+06,186,81,1700000
"3980",84,26,125000,3,0,"other",36500000,175,70,72100000
"3981",65,25,1000,1,0,"other",625000,189,75,828000
"3982",71,31,8000,1,0,"other",1800000,194,85,3300000
"3983",74,27,23000,1,1,"other",6e+06,175,72,11900000
"3984",63,25,5000,1,1,"other",450000,190,80,686000
"3985",60,18,1000,1,1,"other",425000,184,73,882000
"3986",71,23,3000,1,1,"other",3100000,183,76,5e+06
"3987",68,22,9000,1,1,"other",1300000,168,65,2900000
"3988",69,27,12000,1,1,"other",1100000,180,77,2100000
"3989",49,40,1000,1,1,"other",0,182,73,0
"3990",79,26,46000,2,0,"other",1.4e+07,193,78,24900000
"3991",73,22,16000,1,0,"other",6e+06,167,65,9600000
"3992",60,27,1000,1,0,"other",180000,183,71,279000
"3993",69,29,7000,1,1,"other",875000,176,73,1800000
"3994",69,24,6000,1,0,"other",1200000,186,79,2e+06
"3995",52,18,1000,1,1,"other",1e+05,184,80,238000
"3996",60,21,2000,1,1,"other",425000,178,74,1100000
"3997",78,30,17000,2,1,"Top_10",8500000,180,80,17900000
"3998",70,22,5000,1,0,"other",3100000,182,76,5500000
"3999",64,22,2000,1,0,"other",625000,182,74,953000
"4000",61,26,6000,1,1,"other",270000,176,66,459000
"4001",73,30,13000,1,0,"other",3800000,181,75,7600000
"4002",63,31,1000,1,0,"other",270000,185,83,338000
"4003",84,30,125000,3,1,"Top_10",25500000,192,86,42100000
"4004",70,28,8000,1,0,"other",1500000,178,74,3e+06
"4005",66,23,1000,1,1,"other",825000,184,75,1300000
"4006",74,29,24000,2,1,"other",5500000,183,75,9400000
"4007",56,26,1000,1,1,"other",110000,181,68,201000
"4008",76,30,26000,2,0,"other",6e+06,192,83,12600000
"4009",68,22,4000,1,1,"other",1200000,173,72,0
"4010",71,26,3000,1,1,"other",2500000,189,81,4100000
"4011",73,32,1000,1,0,"other",2600000,182,78,5600000
"4012",74,26,7000,1,0,"other",6e+06,178,73,9500000
"4013",60,23,1000,1,1,"other",260000,181,79,429000
"4014",67,22,3000,1,0,"other",1e+06,182,73,2e+06
"4015",65,21,2000,1,1,"other",975000,173,65,0
"4016",66,30,3000,1,1,"other",525000,188,77,683000
"4017",69,21,6000,1,0,"other",1500000,181,70,0
"4018",72,34,8000,1,0,"other",1600000,184,75,2200000
"4019",71,24,5000,1,1,"other",3e+06,169,72,5200000
"4020",65,22,4000,1,0,"other",925000,187,77,1300000
"4021",71,25,23000,1,1,"other",2700000,188,84,5400000
"4022",58,21,1000,1,1,"other",2e+05,180,70,290000
"4023",73,33,6000,1,0,"other",2400000,174,75,3e+06
"4024",64,35,2000,1,1,"other",140000,187,83,266000
"4025",64,28,2000,1,1,"other",375000,174,68,563000
"4026",68,23,11000,1,1,"other",1300000,188,94,2800000
"4027",71,22,22000,1,1,"other",3500000,185,86,7e+06
"4028",59,25,2000,1,0,"other",180000,186,82,329000
"4029",59,18,1000,1,1,"other",3e+05,180,70,623000
"4030",62,21,1000,1,1,"other",475000,170,67,808000
"4031",72,22,5000,1,0,"other",4400000,180,71,7500000
"4032",73,28,27000,1,1,"other",3900000,190,80,7700000
"4033",66,33,2000,1,0,"other",3e+05,188,83,375000
"4034",65,24,2000,1,1,"other",650000,171,70,1100000
"4035",62,24,1000,1,0,"other",350000,194,83,464000
"4036",68,25,7000,1,0,"other",1100000,185,79,1700000
"4037",68,28,6000,1,1,"other",775000,187,85,1600000
"4038",65,28,2000,1,1,"other",550000,188,71,798000
"4039",68,24,10000,1,1,"other",1100000,188,81,2200000
"4040",72,27,3000,1,1,"other",2800000,186,80,4500000
"4041",66,28,2000,1,0,"other",650000,177,75,813000
"4042",66,25,5000,1,1,"other",825000,189,86,1300000
"4043",61,27,1000,1,1,"other",260000,182,75,345000
"4044",62,21,1000,1,1,"other",425000,184,80,616000
"4045",61,21,1000,1,1,"other",375000,189,82,0
"4046",69,25,4000,1,1,"other",1200000,180,77,1700000
"4047",51,19,2000,1,1,"other",80000,188,75,198000
"4048",66,28,2000,1,1,"other",650000,179,72,813000
"4049",70,21,4000,1,0,"other",3600000,177,61,7200000
"4050",67,22,6000,1,0,"other",1100000,184,69,1900000
"4051",68,26,3000,1,0,"other",950000,161,57,1200000
"4052",64,27,2000,1,1,"other",525000,189,85,801000
"4053",63,31,4000,1,1,"other",325000,170,66,569000
"4054",63,22,11000,1,1,"Top_20",575000,179,73,1200000
"4055",70,32,6000,2,0,"other",1400000,178,75,1700000
"4056",77,29,27000,2,0,"other",7500000,188,87,12800000
"4057",72,27,6000,1,0,"other",3100000,185,87,5e+06
"4058",78,23,1000,1,0,"other",1.4e+07,182,74,30500000
"4059",72,22,3000,1,0,"other",5e+06,182,75,0
"4060",70,38,8000,1,0,"other",375000,181,75,6e+05
"4061",72,34,11000,2,1,"other",1200000,187,80,1700000
"4062",65,23,3000,1,0,"other",7e+05,182,71,1200000
"4063",76,26,15000,1,0,"other",9500000,174,70,15400000
"4064",68,22,5000,1,1,"other",1200000,177,70,2500000
"4065",67,22,1000,1,0,"other",1100000,180,80,1800000
"4066",62,33,1000,1,0,"other",190000,188,78,238000
"4067",65,33,1000,1,1,"other",325000,183,67,406000
"4068",64,28,4000,1,1,"other",375000,176,74,563000
"4069",65,20,2000,1,0,"other",925000,168,65,0
"4070",65,26,2000,1,0,"other",625000,179,79,1100000
"4071",72,30,19000,2,1,"other",3e+06,186,83,5100000
"4072",58,20,1000,1,0,"other",280000,183,74,0
"4073",72,29,13000,1,1,"other",3e+06,173,70,4700000
"4074",69,31,5000,1,1,"other",950000,175,70,1500000
"4075",72,29,1000,1,1,"other",2900000,189,85,6700000
"4076",67,24,2000,1,1,"other",1e+06,179,74,1300000
"4077",66,29,6000,1,1,"other",525000,180,71,998000
"4078",66,25,4000,1,1,"other",750000,187,85,1200000
"4079",84,31,115000,3,0,"Top_20",2.3e+07,186,85,43700000
"4080",76,28,63000,1,1,"other",8e+06,180,78,15200000
"4081",60,21,1000,1,1,"other",450000,175,68,911000
"4082",60,21,4000,1,1,"other",325000,165,64,618000
"4083",82,21,65000,1,0,"Top_30",30500000,178,79,5.8e+07
"4084",58,22,2000,1,0,"other",170000,181,68,247000
"4085",52,19,1000,1,1,"other",80000,164,70,124000
"4086",70,28,5000,1,0,"other",1800000,178,72,2600000
"4087",64,23,2000,1,1,"other",675000,184,76,1100000
"4088",67,32,5000,1,1,"other",475000,175,70,760000
"4089",73,24,21000,1,0,"other",4700000,180,74,8400000
"4090",66,31,3000,1,1,"other",575000,176,67,1e+06
"4091",76,28,35000,1,1,"other",7500000,180,76,14300000
"4092",72,27,11000,1,0,"other",3300000,177,71,6300000
"4093",61,26,2000,1,0,"other",3e+05,175,75,548000
"4094",65,20,10000,1,1,"Top_30",1e+06,175,75,2600000
"4095",73,28,9000,1,0,"other",3900000,190,85,6600000
"4096",64,22,2000,1,1,"other",625000,180,74,1e+06
"4097",72,29,14000,1,0,"other",3e+06,172,66,6100000
"4098",69,26,2000,1,0,"other",1300000,173,70,2100000
"4099",63,18,1000,1,1,"other",750000,175,68,1600000
"4100",66,23,7000,1,0,"other",9e+05,181,75,1500000
"4101",64,19,2000,1,1,"other",775000,181,75,1600000
"4102",58,26,2000,1,1,"other",150000,180,65,0
"4103",58,18,1000,1,1,"other",260000,185,83,488000
"4104",53,18,1000,1,1,"other",120000,180,66,3e+05
"4105",67,30,2000,1,1,"other",725000,189,82,1100000
"4106",66,23,2000,1,1,"other",950000,185,75,1400000
"4107",72,25,12000,1,0,"other",4e+06,181,69,6100000
"4108",66,31,2000,1,0,"other",475000,179,71,831000
"4109",72,26,13000,2,1,"other",3400000,170,69,5300000
"4110",74,24,28000,1,0,"other",6500000,171,67,11500000
"4111",69,20,2000,1,1,"other",1700000,178,70,3900000
"4112",70,28,11000,1,0,"other",1600000,189,81,2600000
"4113",62,31,1000,1,1,"other",230000,186,81,0
"4114",71,22,13000,1,1,"other",3700000,182,79,8600000
"4115",71,19,33000,1,1,"Top_10",4800000,190,81,12700000
"4116",83,23,67000,2,0,"Top_30",3.1e+07,195,97,5.5e+07
"4117",69,34,12000,1,1,"other",4e+05,184,84,680000
"4118",58,20,1000,1,1,"other",260000,184,81,488000
"4119",71,27,7000,1,0,"other",2800000,186,78,0
"4120",61,23,1000,1,1,"other",350000,182,72,578000
"4121",64,20,9000,1,1,"Top_20",1e+06,184,75,2500000
"4122",62,25,2000,1,0,"other",375000,180,70,572000
"4123",66,26,3000,1,1,"other",750000,170,67,1300000
"4124",74,26,27000,1,0,"other",6e+06,188,75,12500000
"4125",72,33,12000,1,0,"other",2e+06,185,84,3e+06
"4126",72,28,8000,1,1,"other",2700000,190,90,5200000
"4127",63,26,2000,1,0,"other",4e+05,181,71,530000
"4128",57,20,1000,1,1,"other",160000,176,72,248000
"4129",69,29,5000,1,1,"other",1100000,188,88,1600000
"4130",76,21,18000,1,0,"other",1.1e+07,191,77,24200000
"4131",79,24,53000,1,0,"other",16500000,172,67,32600000
"4132",75,30,20000,1,0,"other",5500000,170,76,7700000
"4133",61,17,1000,1,1,"other",450000,175,70,956000
"4134",71,24,17000,1,1,"other",3100000,179,74,0
"4135",67,24,3000,1,0,"other",1100000,191,78,2100000
"4136",76,21,13000,1,1,"Top_30",10500000,185,73,16800000
"4137",63,24,3000,1,1,"other",525000,184,81,814000
"4138",77,23,37000,1,0,"other",1.2e+07,175,73,21300000
"4139",57,32,2000,1,1,"other",60000,175,64,93000
"4140",69,21,9000,1,1,"other",1700000,180,73,3900000
"4141",71,25,9000,1,0,"other",2800000,181,73,5500000
"4142",62,19,1000,1,1,"other",5e+05,183,73,0
"4143",71,27,16000,1,0,"other",2500000,180,73,4100000
"4144",64,24,4000,1,1,"other",625000,162,64,1100000
"4145",72,24,27000,1,0,"other",3700000,180,73,6900000
"4146",62,25,2000,1,0,"other",325000,180,79,593000
"4147",75,29,27000,1,0,"other",5500000,184,78,1.1e+07
"4148",75,26,21000,2,0,"other",7e+06,185,86,13100000
"4149",69,30,7000,1,0,"other",1e+06,180,78,1400000
"4150",76,24,19000,1,0,"other",1e+07,175,81,17800000
"4151",78,26,46000,2,1,"other",1.2e+07,184,81,0
"4152",68,34,6000,1,0,"other",325000,184,80,471000
"4153",59,24,2000,1,0,"other",2e+05,175,69,325000
"4154",74,26,32000,1,1,"other",6e+06,190,80,10700000
"4155",74,25,6000,1,0,"other",7500000,176,70,16300000
"4156",72,33,5000,2,0,"other",2e+06,182,78,3100000
"4157",71,24,8000,1,0,"other",2700000,189,95,5300000
"4158",67,24,3000,1,0,"other",1e+06,182,84,1900000
"4159",78,22,24000,1,0,"other",12500000,178,68,23800000
"4160",62,32,1000,1,0,"other",190000,192,84,276000
"4161",62,34,3000,1,0,"other",110000,190,80,193000
"4162",78,24,13000,1,0,"other",1.2e+07,187,79,24900000
"4163",56,22,4000,1,1,"other",140000,175,71,259000
"4164",63,32,3000,1,1,"other",240000,194,90,372000
"4165",70,28,15000,1,0,"other",1600000,186,75,2600000
"4166",76,31,0,1,0,"other",0,180,71,0
"4167",71,23,12000,1,0,"other",3200000,173,65,5500000
"4168",68,31,2000,1,0,"other",775000,163,63,1e+06
"4169",78,28,43000,2,0,"other",10500000,181,78,17900000
"4170",65,23,2000,1,0,"other",825000,175,75,1300000
"4171",64,20,10000,1,1,"other",925000,190,77,2300000
"4172",70,24,7000,1,1,"other",2400000,177,73,3500000
"4173",59,22,2000,1,1,"other",260000,190,82,377000
"4174",66,24,1000,1,1,"other",725000,170,70,1600000
"4175",66,21,4000,1,0,"other",925000,181,80,1600000
"4176",72,29,14000,1,0,"other",3e+06,172,70,6100000
"4177",69,24,2000,1,0,"other",1300000,179,75,2200000
"4178",77,22,41000,1,1,"Top_30",1.2e+07,180,72,22800000
"4179",63,27,4000,1,0,"other",375000,182,65,619000
"4180",48,26,2000,1,1,"other",40000,182,78,0
"4181",68,30,5000,1,0,"other",750000,182,73,1100000
"4182",63,20,10000,1,1,"other",7e+05,185,78,1800000
"4183",66,31,5000,1,1,"other",575000,177,72,1100000
"4184",75,27,28000,1,0,"other",7500000,178,73,17100000
"4185",74,24,22000,1,0,"other",7500000,173,71,15800000
"4186",66,34,3000,1,1,"other",230000,180,69,288000
"4187",58,23,2000,1,1,"other",160000,191,78,328000
"4188",54,18,1000,1,1,"other",140000,178,71,333000
"4189",65,30,1000,1,1,"other",450000,175,70,608000
"4190",62,25,4000,1,1,"other",375000,179,71,628000
"4191",69,31,2000,1,1,"other",775000,183,78,1200000
"4192",76,34,8000,4,0,"other",2900000,183,79,4300000
"4193",73,22,22000,1,0,"other",6500000,187,75,0
"4194",72,21,16000,1,1,"other",4600000,175,68,9600000
"4195",75,25,51000,1,1,"other",9e+06,179,76,17800000
"4196",56,19,2000,1,1,"other",180000,190,76,374000
"4197",77,23,25000,1,0,"other",12500000,176,70,27500000
"4198",65,27,2000,1,0,"other",550000,172,69,743000
"4199",60,27,1000,1,1,"other",190000,184,80,295000
"4200",80,30,68000,3,0,"Top_30",1.2e+07,184,76,22800000
"4201",65,28,5000,1,0,"other",525000,183,76,919000
"4202",62,23,2000,1,1,"other",425000,188,84,723000
"4203",75,23,29000,1,1,"other",1e+07,175,70,2.1e+07
"4204",65,20,2000,1,1,"other",1100000,174,63,2400000
"4205",77,32,22000,1,0,"other",5500000,178,76,11600000
"4206",49,17,1000,1,1,"other",70000,183,75,193000
"4207",73,27,11000,1,0,"other",3600000,174,74,6800000
"4208",72,28,25000,1,0,"other",3100000,188,74,5900000
"4209",74,28,25000,1,0,"other",4800000,176,70,9200000
"4210",64,26,2000,1,0,"other",5e+05,183,76,913000
"4211",73,33,7000,1,0,"other",1900000,186,80,2500000
"4212",53,19,1000,1,1,"other",130000,182,80,315000
"4213",70,28,6000,1,1,"other",1800000,188,85,2700000
"4214",67,26,5000,1,0,"other",925000,187,75,1400000
"4215",66,28,2000,1,1,"other",650000,196,79,1100000
"4216",67,19,2000,1,1,"other",1200000,196,82,2600000
"4217",72,22,18000,1,1,"other",4100000,180,73,6900000
"4218",64,23,2000,1,0,"other",575000,183,76,891000
"4219",64,24,1000,1,0,"other",525000,172,71,696000
"4220",67,32,1000,1,0,"other",475000,180,75,641000
"4221",60,26,0,1,0,"other",0,174,70,0
"4222",57,20,8000,1,1,"other",170000,168,63,357000
"4223",64,25,3000,1,1,"other",575000,178,71,877000
"4224",65,29,2000,1,0,"other",525000,173,69,919000
"4225",63,20,2000,1,1,"other",550000,182,80,990000
"4226",71,25,10000,1,0,"other",2700000,192,87,5100000
"4227",80,22,36000,1,0,"Top_30",2.1e+07,180,76,48300000
"4228",59,18,2000,1,1,"other",3e+05,180,72,758000
"4229",60,21,1000,1,1,"other",325000,178,76,504000
"4230",67,29,5000,1,0,"other",750000,176,67,1300000
"4231",68,29,9000,1,0,"other",850000,180,76,1400000
"4232",51,21,2000,1,1,"other",60000,180,68,117000
"4233",71,33,10000,3,1,"other",1400000,177,76,2100000
"4234",65,25,1000,1,1,"other",675000,168,67,962000
"4235",77,21,30000,1,0,"Top_30",1.2e+07,185,74,22800000
"4236",73,21,1000,1,1,"Top_20",7e+06,173,71,16100000
"4237",56,21,1000,1,1,"other",140000,185,80,280000
"4238",80,26,42000,3,0,"other",1.6e+07,180,77,28400000
"4239",66,28,1000,1,1,"other",550000,186,78,770000
"4240",70,27,1000,1,0,"other",1600000,176,70,3500000
"4241",86,27,175000,3,0,"Top_10",46500000,172,68,0
"4242",53,32,2000,1,0,"other",40000,179,72,62000
"4243",66,22,1000,1,1,"other",1e+06,168,65,1700000
"4244",64,23,2000,1,1,"other",6e+05,185,72,1100000
"4245",68,18,11000,1,1,"Top_20",1800000,180,75,4700000
"4246",62,24,1000,1,1,"other",4e+05,186,81,610000
"4247",59,21,1000,1,1,"other",240000,180,77,0
"4248",60,29,1000,1,1,"other",170000,181,76,298000
"4249",56,21,1000,1,1,"other",130000,178,74,189000
"4250",69,28,8000,1,1,"other",1e+06,177,74,1500000
"4251",74,26,46000,1,1,"other",6500000,177,73,11500000
"4252",72,27,24000,1,1,"other",3100000,180,77,5600000
"4253",82,25,56000,3,0,"other",2.7e+07,176,70,47900000
"4254",66,26,6000,1,1,"other",750000,180,70,0
"4255",62,33,1000,1,1,"other",180000,181,75,225000
"4256",65,32,2000,1,0,"other",325000,178,77,488000
"4257",56,19,1000,1,1,"other",190000,177,70,499000
"4258",70,23,7000,1,0,"other",2100000,176,70,3500000
"4259",75,29,29000,2,1,"other",5500000,188,83,9400000
"4260",60,21,2000,1,0,"other",250000,175,60,488000
"4261",72,22,15000,1,0,"Top_30",4600000,188,77,7800000
"4262",64,21,3000,1,1,"other",925000,183,75,2500000
"4263",70,21,17000,1,0,"other",2600000,179,64,5500000
"4264",70,30,13000,1,0,"other",1400000,187,82,2400000
"4265",64,30,1000,1,1,"other",350000,179,70,473000
"4266",52,18,1000,1,1,"other",80000,174,71,156000
"4267",72,32,6000,1,0,"other",2400000,178,77,4200000
"4268",70,36,2000,2,0,"other",575000,180,77,891000
"4269",70,25,5000,1,0,"other",2100000,188,89,2800000
"4270",60,19,1000,1,1,"other",450000,177,68,1200000
"4271",68,22,7000,1,1,"other",1600000,185,73,3400000
"4272",71,27,8000,1,0,"other",2500000,184,84,3900000
"4273",64,23,3000,1,1,"other",6e+05,172,66,915000
"4274",72,23,18000,1,0,"other",4100000,178,70,8100000
"4275",75,32,13000,1,0,"other",5e+06,182,81,7e+06
