"","overall_transformed","age_tran","wage_tran","international_reputation","is_sub","Top_Club","value_tran","release_tran"
"3869",19266.0021327151,8.61842877960116,1e+06,1,1,"other",4e+10,6.25e+10
"3870",17784.6297377822,6.89742513781528,1e+06,1,1,"other",3.61e+10,0
"3871",21618.8176101031,7.62784626614106,1.6e+07,1,0,"other",3.025e+11,1e+12
"3872",20816.9605262596,7.27079286900546,1e+06,1,0,"other",1.80625e+11,3.16969e+11
"3873",34755.7805546427,6.89742513781528,2.5e+09,2,0,"Top_20",1.5625e+14,6.1009e+14
"3874",19266.0021327151,6.89742513781528,1e+06,1,1,"other",1.05625e+11,3.23761e+11
"3875",27734.48059515,8.61842877960116,1.44e+08,1,1,"other",3.24e+12,1.369e+13
"3876",25896.305974114,8.13688012439014,8.1e+07,1,1,"other",1e+12,3.61e+12
"3877",15691.0232102274,6.30150451067143,1e+06,1,1,"other",3.61e+10,1.55236e+11
"3878",20816.9605262596,7.45123163898525,1.6e+07,1,0,"other",1.80625e+11,5.37289e+11
"3879",31633.4844321214,8.46070789930705,3.61e+08,2,1,"other",3.025e+13,6.889e+13
"3880",24131.2337482305,6.89742513781528,1e+06,1,0,"other",1.21e+12,2.89e+12
"3881",21618.8176101031,7.08628242288099,4e+06,1,1,"other",3.90625e+11,1.96e+12
"3882",21618.8176101031,8.13688012439014,1e+06,1,1,"other",1.80625e+11,4.624e+11
"3883",19266.0021327151,6.09177543102124,1e+06,1,1,"other",2.75625e+11,1e+12
"3884",21618.8176101031,6.7039137219579,1e+06,1,1,"other",5.25625e+11,1.96e+12
"3885",25896.305974114,9.2243044729329,1.6e+07,2,0,"other",3.61e+10,1.30321e+11
"3886",17069.7509423732,6.30150451067143,9e+06,1,1,"other",4.84e+10,2.85156e+11
"3887",18516.6748683181,6.50540326910651,1e+06,1,0,"other",1.05625e+11,3.23761e+11
"3888",24131.2337482305,8.46070789930705,1e+06,1,0,"other",4.55625e+11,2.25e+12
"3889",26806.2026241036,8.13688012439014,4.41e+08,1,1,"other",2.89e+12,9e+12
"3890",19266.0021327151,8.61842877960116,1e+06,1,1,"other",2.56e+10,4.6656e+10
"3891",28681.2444787277,7.27079286900546,2.56e+08,1,0,"other",1.521e+13,8.649e+13
"3892",24131.2337482305,7.9704767893106,2.5e+07,1,1,"other",4.225e+11,1.21e+12
"3893",25896.305974114,7.80086037616557,3.6e+07,1,0,"other",1.44e+12,3.61e+12
"3894",31633.4844321214,8.9261396899676,3.24e+08,1,0,"other",6.76e+12,1.296e+13
"3895",20816.9605262596,6.7039137219579,1.6e+07,1,1,"other",6.4e+11,5.29e+12
"3896",12536.2724666846,6.30150451067143,1e+06,1,1,"other",4.9e+09,3.7636e+10
"3897",28681.2444787277,7.80086037616557,4.9e+07,1,0,"other",1.296e+13,3.249e+13
"3898",22438.4087936718,7.80086037616557,4e+06,1,0,"other",3.90625e+11,1.21e+12
"3899",31633.4844321214,7.62784626614106,2.25e+08,1,0,"other",6.4e+13,1.5876e+14
"3900",32655.2205640584,8.46070789930705,2.304e+09,1,0,"other",4.225e+13,1.5376e+14
"3901",20816.9605262596,6.7039137219579,1e+06,1,1,"other",3.30625e+11,1.21e+12
"3902",13748.7142897823,6.09177543102124,1e+06,1,1,"other",1.69e+10,1.01761e+11
"3903",34755.7805546427,7.80086037616557,2.704e+09,2,0,"other",1.3225e+14,4.1616e+14
"3904",23275.8444024818,7.08628242288099,4e+06,1,1,"other",1e+12,3.24e+12
"3905",27734.48059515,8.30023899891754,5.29e+08,2,0,"other",4.84e+12,1.849e+13
"3906",21618.8176101031,7.08628242288099,9e+06,1,0,"other",3.6e+11,8.37225e+11
"3907",19266.0021327151,6.30150451067143,4e+06,1,1,"other",2.5e+11,1.96e+12
"3908",32655.2205640584,7.08628242288099,5.29e+08,1,0,"other",1.1025e+14,3.8809e+14
"3909",34755.7805546427,8.30023899891754,6.76e+08,2,1,"other",9.025e+13,4e+14
"3910",21618.8176101031,8.9261396899676,4e+06,1,1,"other",2.56e+10,5.76e+10
"3911",23275.8444024818,8.13688012439014,3.6e+07,1,0,"other",3.90625e+11,1.69e+12
"3912",20032.7261773365,6.7039137219579,1e+06,1,1,"other",1.6e+11,3.969e+11
"3913",24131.2337482305,7.62784626614106,1.6e+07,1,0,"other",8.1e+11,1.96e+12
"3914",18516.6748683181,6.30150451067143,1e+06,1,1,"other",2.025e+11,1.21e+12
"3915",19266.0021327151,6.30150451067143,1e+06,1,1,"other",2.5e+11,1e+12
"3916",25004.6851532663,8.13688012439014,3.6e+07,1,1,"other",7.65625e+11,1.44e+12
"3917",21618.8176101031,6.30150451067143,4e+06,1,1,"Top_30",9.50625e+11,6.76e+12
"3918",18516.6748683181,6.50540326910651,9e+06,1,1,"other",1.80625e+11,1.21e+12
"3919",25896.305974114,6.30150451067143,1e+08,1,1,"other",4e+12,2.116e+13
"3920",25004.6851532663,6.7039137219579,1.6e+07,1,0,"other",3.61e+12,0
"3921",15691.0232102274,7.45123163898525,9e+06,1,0,"other",1.21e+10,4.0401e+10
"3922",25896.305974114,7.9704767893106,1.96e+08,1,0,"other",1.21e+12,2.89e+12
"3923",30630.6439676987,8.9261396899676,8.1e+07,1,0,"other",9e+12,1.849e+13
"3924",26806.2026241036,6.50540326910651,2.5e+07,1,1,"Top_30",1.521e+13,1.0201e+14
"3925",19266.0021327151,6.30150451067143,4e+06,1,0,"other",3.025e+11,1.44e+12
"3926",17784.6297377822,6.89742513781528,1e+06,1,1,"other",4.41e+10,9.3025e+10
"3927",11954.4062473755,8.30023899891754,1e+06,1,1,"other",9e+08,2.5e+09
"3928",22438.4087936718,7.08628242288099,9e+06,1,1,"other",5.25625e+11,0
"3929",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.25625e+11,6.90561e+11
"3930",15691.0232102274,6.50540326910651,1e+06,1,1,"other",2.25e+10,4.7524e+10
"3931",23275.8444024818,7.45123163898525,9e+06,1,0,"other",4.9e+11,1.21e+12
"3932",19266.0021327151,7.08628242288099,1e+06,1,1,"other",1.225e+11,2.94849e+11
"3933",41521.2372888664,8.46070789930705,8.464e+09,3,0,"other",7.84e+14,2.26576e+15
"3934",23275.8444024818,6.7039137219579,4e+06,1,0,"other",9.50625e+11,2.56e+12
"3935",20032.7261773365,7.80086037616557,1e+06,1,1,"other",1.05625e+11,2.14369e+11
"3936",21618.8176101031,6.89742513781528,9e+06,1,1,"other",4.55625e+11,1.21e+12
"3937",22438.4087936718,7.27079286900546,1e+06,1,1,"other",5.25625e+11,1e+12
"3938",23275.8444024818,7.80086037616557,2.5e+07,1,1,"other",3.6e+11,1.21e+12
"3939",13748.7142897823,6.7039137219579,4e+06,1,1,"other",8.1e+09,2.2201e+10
"3940",22438.4087936718,7.80086037616557,2.5e+07,1,1,"other",3.90625e+11,1.69e+12
"3941",21618.8176101031,8.7735324353329,4e+06,2,1,"other",7.84e+10,1.225e+11
"3942",20032.7261773365,6.89742513781528,9e+06,1,1,"other",2.25625e+11,6.90561e+11
"3943",29646.5979860793,6.89742513781528,6.25e+08,1,0,"other",3.025e+13,1.1025e+14
"3944",21618.8176101031,6.50540326910651,1e+06,1,1,"other",3.6e+11,1.96e+12
"3945",20816.9605262596,8.30023899891754,1e+06,1,1,"other",9e+10,1.40625e+11
"3946",25004.6851532663,8.7735324353329,2.5e+07,1,0,"other",1.80625e+11,4.07044e+11
"3947",17784.6297377822,6.50540326910651,4e+06,1,1,"other",6.76e+10,1.84041e+11
"3948",25004.6851532663,7.80086037616557,3.6e+07,1,1,"other",8.55625e+11,1.96e+12
"3949",21618.8176101031,6.50540326910651,9e+06,1,1,"other",9.50625e+11,0
"3950",17069.7509423732,7.08628242288099,1e+06,1,1,"other",2.89e+10,6.1009e+10
"3951",28681.2444787277,6.89742513781528,8.1e+07,1,1,"Top_30",1.849e+13,9.025e+13
"3952",23275.8444024818,6.7039137219579,1e+08,1,1,"other",8.1e+11,2.89e+12
"3953",18516.6748683181,8.46070789930705,1e+06,1,1,"other",3.24e+10,5.9049e+10
"3954",31633.4844321214,8.9261396899676,6.76e+08,2,0,"other",6.25e+12,2.209e+13
"3955",26806.2026241036,7.9704767893106,1.6e+07,1,0,"other",3.24e+12,5.76e+12
"3956",20816.9605262596,6.30150451067143,1e+06,1,1,"other",6.4e+11,2.56e+12
"3957",22438.4087936718,8.7735324353329,4e+06,1,1,"other",1.225e+11,1.91844e+11
"3958",23275.8444024818,6.50540326910651,4e+06,1,1,"other",1.96e+12,0
"3959",21618.8176101031,8.46070789930705,9e+06,1,0,"other",1.05625e+11,1.92721e+11
"3960",22438.4087936718,8.30023899891754,1e+06,2,0,"other",2.5e+11,5.25625e+11
"3961",17784.6297377822,6.7039137219579,1e+06,1,1,"other",1.225e+11,4.77481e+11
"3962",15026.9366242451,6.30150451067143,1e+06,1,1,"other",2.25e+10,8.7616e+10
"3963",22438.4087936718,6.50540326910651,1.6e+07,1,0,"other",7.65625e+11,2.25e+12
"3964",27734.48059515,6.89742513781528,2.25e+08,1,1,"other",1.156e+13,0
"3965",36933.1175912247,6.89742513781528,5.776e+09,2,0,"other",4.2025e+14,1.85761e+15
"3966",23275.8444024818,7.9704767893106,4e+06,1,1,"other",4.225e+11,6.60969e+11
"3967",28681.2444787277,8.46070789930705,1.44e+08,1,0,"other",7.29e+12,2.704e+13
"3968",19266.0021327151,6.89742513781528,4.9e+07,1,1,"other",1.6e+11,6.4e+11
"3969",25004.6851532663,8.13688012439014,1.96e+08,1,1,"other",6.00625e+11,1.69e+12
"3970",20032.7261773365,6.89742513781528,1e+06,1,1,"other",2.5e+11,6.80625e+11
"3971",20816.9605262596,7.27079286900546,9e+06,1,0,"other",2.25625e+11,5.24176e+11
"3972",17784.6297377822,6.89742513781528,4e+06,1,1,"other",6.25e+10,2.38144e+11
"3973",31633.4844321214,8.30023899891754,1e+06,1,0,"other",3.025e+13,1.4641e+14
"3974",20032.7261773365,6.89742513781528,1e+06,1,1,"other",1.80625e+11,4.34281e+11
"3975",20816.9605262596,6.7039137219579,1e+06,1,1,"other",3.6e+11,8.649e+11
"3976",20816.9605262596,6.89742513781528,9e+06,1,1,"other",3.025e+11,6.36804e+11
"3977",17069.7509423732,7.08628242288099,1e+06,1,0,"other",2.56e+10,5.3824e+10
"3978",29646.5979860793,9.07636242422116,1.21e+08,2,1,"other",1.44e+12,3.24e+12
"3979",23275.8444024818,6.89742513781528,4e+06,1,0,"other",1e+12,2.89e+12
"3980",41521.2372888664,7.62784626614106,1.5625e+10,3,0,"other",1.33225e+15,5.19841e+15
"3981",22438.4087936718,7.45123163898525,1e+06,1,0,"other",3.90625e+11,6.85584e+11
"3982",27734.48059515,8.46070789930705,6.4e+07,1,0,"other",3.24e+12,1.089e+13
"3983",30630.6439676987,7.80086037616557,5.29e+08,1,1,"other",3.6e+13,1.4161e+14
"3984",20816.9605262596,7.45123163898525,2.5e+07,1,1,"other",2.025e+11,4.70596e+11
"3985",18516.6748683181,6.09177543102124,1e+06,1,1,"other",1.80625e+11,7.77924e+11
"3986",27734.48059515,7.08628242288099,9e+06,1,1,"other",9.61e+12,2.5e+13
"3987",25004.6851532663,6.89742513781528,8.1e+07,1,1,"other",1.69e+12,8.41e+12
"3988",25896.305974114,7.80086037616557,1.44e+08,1,1,"other",1.21e+12,4.41e+12
"3989",11388.6066215219,9.79510227737842,1e+06,1,1,"other",0,0
"3990",35834.8028181981,7.62784626614106,2.116e+09,2,0,"other",1.96e+14,6.2001e+14
"3991",29646.5979860793,6.89742513781528,2.56e+08,1,0,"other",3.6e+13,9.216e+13
"3992",18516.6748683181,7.80086037616557,1e+06,1,0,"other",3.24e+10,7.7841e+10
"3993",25896.305974114,8.13688012439014,4.9e+07,1,1,"other",7.65625e+11,3.24e+12
"3994",25896.305974114,7.27079286900546,3.6e+07,1,0,"other",1.44e+12,4e+12
"3995",13134.3330541525,6.09177543102124,1e+06,1,1,"other",1e+10,5.6644e+10
"3996",18516.6748683181,6.7039137219579,4e+06,1,1,"other",1.80625e+11,1.21e+12
"3997",34755.7805546427,8.30023899891754,2.89e+08,2,1,"Top_10",7.225e+13,3.2041e+14
"3998",26806.2026241036,6.89742513781528,2.5e+07,1,0,"other",9.61e+12,3.025e+13
"3999",21618.8176101031,6.89742513781528,4e+06,1,0,"other",3.90625e+11,9.08209e+11
"4000",19266.0021327151,7.62784626614106,3.6e+07,1,1,"other",7.29e+10,2.10681e+11
"4001",29646.5979860793,8.30023899891754,1.69e+08,1,0,"other",1.444e+13,5.776e+13
"4002",20816.9605262596,8.46070789930705,1e+06,1,0,"other",7.29e+10,1.14244e+11
"4003",41521.2372888664,8.30023899891754,1.5625e+10,3,1,"Top_10",6.5025e+14,1.77241e+15
"4004",26806.2026241036,7.9704767893106,6.4e+07,1,0,"other",2.25e+12,9e+12
"4005",23275.8444024818,7.08628242288099,1e+06,1,1,"other",6.80625e+11,1.69e+12
"4006",30630.6439676987,8.13688012439014,5.76e+08,2,1,"other",3.025e+13,8.836e+13
"4007",15691.0232102274,7.62784626614106,1e+06,1,1,"other",1.21e+10,4.0401e+10
"4008",32655.2205640584,8.30023899891754,6.76e+08,2,0,"other",3.6e+13,1.5876e+14
"4009",25004.6851532663,6.89742513781528,1.6e+07,1,1,"other",1.44e+12,0
"4010",27734.48059515,7.62784626614106,9e+06,1,1,"other",6.25e+12,1.681e+13
"4011",29646.5979860793,8.61842877960116,1e+06,1,0,"other",6.76e+12,3.136e+13
"4012",30630.6439676987,7.62784626614106,4.9e+07,1,0,"other",3.6e+13,9.025e+13
"4013",18516.6748683181,7.08628242288099,1e+06,1,1,"other",6.76e+10,1.84041e+11
"4014",24131.2337482305,6.89742513781528,9e+06,1,0,"other",1e+12,4e+12
"4015",22438.4087936718,6.7039137219579,4e+06,1,1,"other",9.50625e+11,0
"4016",23275.8444024818,8.30023899891754,9e+06,1,1,"other",2.75625e+11,4.66489e+11
"4017",25896.305974114,6.7039137219579,3.6e+07,1,0,"other",2.25e+12,0
"4018",28681.2444787277,8.9261396899676,6.4e+07,1,0,"other",2.56e+12,4.84e+12
"4019",27734.48059515,7.27079286900546,2.5e+07,1,1,"other",9e+12,2.704e+13
"4020",22438.4087936718,6.89742513781528,1.6e+07,1,0,"other",8.55625e+11,1.69e+12
"4021",27734.48059515,7.45123163898525,5.29e+08,1,1,"other",7.29e+12,2.916e+13
"4022",17069.7509423732,6.7039137219579,1e+06,1,1,"other",4e+10,8.41e+10
"4023",29646.5979860793,8.7735324353329,3.6e+07,1,0,"other",5.76e+12,9e+12
"4024",21618.8176101031,9.07636242422116,4e+06,1,1,"other",1.96e+10,7.0756e+10
"4025",21618.8176101031,7.9704767893106,4e+06,1,1,"other",1.40625e+11,3.16969e+11
"4026",25004.6851532663,7.08628242288099,1.21e+08,1,1,"other",1.69e+12,7.84e+12
"4027",27734.48059515,6.89742513781528,4.84e+08,1,1,"other",1.225e+13,4.9e+13
"4028",17784.6297377822,7.45123163898525,4e+06,1,0,"other",3.24e+10,1.08241e+11
"4029",17784.6297377822,6.09177543102124,1e+06,1,1,"other",9e+10,3.88129e+11
"4030",20032.7261773365,6.7039137219579,1e+06,1,1,"other",2.25625e+11,6.52864e+11
"4031",28681.2444787277,6.89742513781528,2.5e+07,1,0,"other",1.936e+13,5.625e+13
"4032",29646.5979860793,7.9704767893106,7.29e+08,1,1,"other",1.521e+13,5.929e+13
"4033",23275.8444024818,8.7735324353329,4e+06,1,0,"other",9e+10,1.40625e+11
"4034",22438.4087936718,7.27079286900546,4e+06,1,1,"other",4.225e+11,1.21e+12
"4035",20032.7261773365,7.27079286900546,1e+06,1,0,"other",1.225e+11,2.15296e+11
"4036",25004.6851532663,7.45123163898525,4.9e+07,1,0,"other",1.21e+12,2.89e+12
"4037",25004.6851532663,7.9704767893106,3.6e+07,1,1,"other",6.00625e+11,2.56e+12
"4038",22438.4087936718,7.9704767893106,4e+06,1,1,"other",3.025e+11,6.36804e+11
"4039",25004.6851532663,7.27079286900546,1e+08,1,1,"other",1.21e+12,4.84e+12
"4040",28681.2444787277,7.80086037616557,9e+06,1,1,"other",7.84e+12,2.025e+13
"4041",23275.8444024818,7.9704767893106,4e+06,1,0,"other",4.225e+11,6.60969e+11
"4042",23275.8444024818,7.45123163898525,2.5e+07,1,1,"other",6.80625e+11,1.69e+12
"4043",19266.0021327151,7.80086037616557,1e+06,1,1,"other",6.76e+10,1.19025e+11
"4044",20032.7261773365,6.7039137219579,1e+06,1,1,"other",1.80625e+11,3.79456e+11
"4045",19266.0021327151,6.7039137219579,1e+06,1,1,"other",1.40625e+11,0
"4046",25896.305974114,7.45123163898525,1.6e+07,1,1,"other",1.44e+12,2.89e+12
"4047",12536.2724666846,6.30150451067143,4e+06,1,1,"other",6.4e+09,3.9204e+10
"4048",23275.8444024818,7.9704767893106,4e+06,1,1,"other",4.225e+11,6.60969e+11
"4049",26806.2026241036,6.7039137219579,1.6e+07,1,0,"other",1.296e+13,5.184e+13
"4050",24131.2337482305,6.89742513781528,3.6e+07,1,0,"other",1.21e+12,3.61e+12
"4051",25004.6851532663,7.62784626614106,9e+06,1,0,"other",9.025e+11,1.44e+12
"4052",21618.8176101031,7.80086037616557,4e+06,1,1,"other",2.75625e+11,6.41601e+11
"4053",20816.9605262596,8.46070789930705,1.6e+07,1,1,"other",1.05625e+11,3.23761e+11
"4054",20816.9605262596,6.89742513781528,1.21e+08,1,1,"Top_20",3.30625e+11,1.44e+12
"4055",26806.2026241036,8.61842877960116,3.6e+07,2,0,"other",1.96e+12,2.89e+12
"4056",33695.9527419033,8.13688012439014,7.29e+08,2,0,"other",5.625e+13,1.6384e+14
"4057",28681.2444787277,7.80086037616557,3.6e+07,1,0,"other",9.61e+12,2.5e+13
"4058",34755.7805546427,7.08628242288099,1e+06,1,0,"other",1.96e+14,9.3025e+14
"4059",28681.2444787277,6.89742513781528,9e+06,1,0,"other",2.5e+13,0
"4060",26806.2026241036,9.51372623609775,6.4e+07,1,0,"other",1.40625e+11,3.6e+11
"4061",28681.2444787277,8.9261396899676,1.21e+08,2,1,"other",1.44e+12,2.89e+12
"4062",22438.4087936718,7.08628242288099,9e+06,1,0,"other",4.9e+11,1.44e+12
"4063",32655.2205640584,7.62784626614106,2.25e+08,1,0,"other",9.025e+13,2.3716e+14
"4064",25004.6851532663,6.89742513781528,2.5e+07,1,1,"other",1.44e+12,6.25e+12
"4065",24131.2337482305,6.89742513781528,1e+06,1,0,"other",1.21e+12,3.24e+12
"4066",20032.7261773365,8.7735324353329,1e+06,1,0,"other",3.61e+10,5.6644e+10
"4067",22438.4087936718,8.7735324353329,1e+06,1,1,"other",1.05625e+11,1.64836e+11
"4068",21618.8176101031,7.9704767893106,1.6e+07,1,1,"other",1.40625e+11,3.16969e+11
"4069",22438.4087936718,6.50540326910651,4e+06,1,0,"other",8.55625e+11,0
"4070",22438.4087936718,7.62784626614106,4e+06,1,0,"other",3.90625e+11,1.21e+12
"4071",28681.2444787277,8.30023899891754,3.61e+08,2,1,"other",9e+12,2.601e+13
"4072",17069.7509423732,6.50540326910651,1e+06,1,0,"other",7.84e+10,0
"4073",28681.2444787277,8.13688012439014,1.69e+08,1,1,"other",9e+12,2.209e+13
"4074",25896.305974114,8.46070789930705,2.5e+07,1,1,"other",9.025e+11,2.25e+12
"4075",28681.2444787277,8.13688012439014,1e+06,1,1,"other",8.41e+12,4.489e+13
"4076",24131.2337482305,7.27079286900546,4e+06,1,1,"other",1e+12,1.69e+12
"4077",23275.8444024818,8.13688012439014,3.6e+07,1,1,"other",2.75625e+11,9.96004e+11
"4078",23275.8444024818,7.45123163898525,1.6e+07,1,1,"other",5.625e+11,1.44e+12
"4079",41521.2372888664,8.46070789930705,1.3225e+10,3,0,"Top_20",5.29e+14,1.90969e+15
"4080",32655.2205640584,7.9704767893106,3.969e+09,1,1,"other",6.4e+13,2.3104e+14
"4081",18516.6748683181,6.7039137219579,1e+06,1,1,"other",2.025e+11,8.29921e+11
"4082",18516.6748683181,6.7039137219579,1.6e+07,1,1,"other",1.05625e+11,3.81924e+11
"4083",39188.0132051698,6.7039137219579,4.225e+09,1,0,"Top_30",9.3025e+14,3.364e+15
"4084",17069.7509423732,6.89742513781528,4e+06,1,0,"other",2.89e+10,6.1009e+10
"4085",13134.3330541525,6.30150451067143,1e+06,1,1,"other",6.4e+09,1.5376e+10
"4086",26806.2026241036,7.9704767893106,2.5e+07,1,0,"other",3.24e+12,6.76e+12
"4087",21618.8176101031,7.08628242288099,4e+06,1,1,"other",4.55625e+11,1.21e+12
"4088",24131.2337482305,8.61842877960116,2.5e+07,1,1,"other",2.25625e+11,5.776e+11
"4089",29646.5979860793,7.27079286900546,4.41e+08,1,0,"other",2.209e+13,7.056e+13
"4090",23275.8444024818,8.46070789930705,9e+06,1,1,"other",3.30625e+11,1e+12
"4091",32655.2205640584,7.9704767893106,1.225e+09,1,1,"other",5.625e+13,2.0449e+14
"4092",28681.2444787277,7.80086037616557,1.21e+08,1,0,"other",1.089e+13,3.969e+13
"4093",19266.0021327151,7.62784626614106,4e+06,1,0,"other",9e+10,3.00304e+11
"4094",22438.4087936718,6.50540326910651,1e+08,1,1,"Top_30",1e+12,6.76e+12
"4095",29646.5979860793,7.9704767893106,8.1e+07,1,0,"other",1.521e+13,4.356e+13
"4096",21618.8176101031,6.89742513781528,4e+06,1,1,"other",3.90625e+11,1e+12
"4097",28681.2444787277,8.13688012439014,1.96e+08,1,0,"other",9e+12,3.721e+13
"4098",25896.305974114,7.62784626614106,4e+06,1,0,"other",1.69e+12,4.41e+12
"4099",20816.9605262596,6.09177543102124,1e+06,1,1,"other",5.625e+11,2.56e+12
"4100",23275.8444024818,7.08628242288099,4.9e+07,1,0,"other",8.1e+11,2.25e+12
"4101",21618.8176101031,6.30150451067143,4e+06,1,1,"other",6.00625e+11,2.56e+12
"4102",17069.7509423732,7.62784626614106,4e+06,1,1,"other",2.25e+10,0
"4103",17069.7509423732,6.09177543102124,1e+06,1,1,"other",6.76e+10,2.38144e+11
"4104",13748.7142897823,6.09177543102124,1e+06,1,1,"other",1.44e+10,9e+10
"4105",24131.2337482305,8.30023899891754,4e+06,1,1,"other",5.25625e+11,1.21e+12
"4106",23275.8444024818,7.08628242288099,4e+06,1,1,"other",9.025e+11,1.96e+12
"4107",28681.2444787277,7.45123163898525,1.44e+08,1,0,"other",1.6e+13,3.721e+13
"4108",23275.8444024818,8.46070789930705,4e+06,1,0,"other",2.25625e+11,6.90561e+11
"4109",28681.2444787277,7.62784626614106,1.69e+08,2,1,"other",1.156e+13,2.809e+13
"4110",30630.6439676987,7.27079286900546,7.84e+08,1,0,"other",4.225e+13,1.3225e+14
"4111",25896.305974114,6.50540326910651,4e+06,1,1,"other",2.89e+12,1.521e+13
"4112",26806.2026241036,7.9704767893106,1.21e+08,1,0,"other",2.56e+12,6.76e+12
"4113",20032.7261773365,8.46070789930705,1e+06,1,1,"other",5.29e+10,0
"4114",27734.48059515,6.89742513781528,1.69e+08,1,1,"other",1.369e+13,7.396e+13
"4115",27734.48059515,6.30150451067143,1.089e+09,1,1,"Top_10",2.304e+13,1.6129e+14
"4116",40344.786512142,7.08628242288099,4.489e+09,2,0,"Top_30",9.61e+14,3.025e+15
"4117",25896.305974114,8.9261396899676,1.44e+08,1,1,"other",1.6e+11,4.624e+11
"4118",17069.7509423732,6.50540326910651,1e+06,1,1,"other",6.76e+10,2.38144e+11
"4119",27734.48059515,7.80086037616557,4.9e+07,1,0,"other",7.84e+12,0
"4120",19266.0021327151,7.08628242288099,1e+06,1,1,"other",1.225e+11,3.34084e+11
"4121",21618.8176101031,6.50540326910651,8.1e+07,1,1,"Top_20",1e+12,6.25e+12
"4122",20032.7261773365,7.45123163898525,4e+06,1,0,"other",1.40625e+11,3.27184e+11
"4123",23275.8444024818,7.62784626614106,9e+06,1,1,"other",5.625e+11,1.69e+12
"4124",30630.6439676987,7.62784626614106,7.29e+08,1,0,"other",3.6e+13,1.5625e+14
"4125",28681.2444787277,8.7735324353329,1.44e+08,1,0,"other",4e+12,9e+12
"4126",28681.2444787277,7.9704767893106,6.4e+07,1,1,"other",7.29e+12,2.704e+13
"4127",20816.9605262596,7.62784626614106,4e+06,1,0,"other",1.6e+11,2.809e+11
"4128",16371.9214995691,6.50540326910651,1e+06,1,1,"other",2.56e+10,6.1504e+10
"4129",25896.305974114,8.13688012439014,2.5e+07,1,1,"other",1.21e+12,2.56e+12
"4130",32655.2205640584,6.7039137219579,3.24e+08,1,0,"other",1.21e+14,5.8564e+14
"4131",35834.8028181981,7.27079286900546,2.809e+09,1,0,"other",2.7225e+14,1.06276e+15
"4132",31633.4844321214,8.30023899891754,4e+08,1,0,"other",3.025e+13,5.929e+13
"4133",19266.0021327151,5.87571073418712,1e+06,1,1,"other",2.025e+11,9.13936e+11
"4134",27734.48059515,7.27079286900546,2.89e+08,1,1,"other",9.61e+12,0
"4135",24131.2337482305,7.27079286900546,9e+06,1,0,"other",1.21e+12,4.41e+12
"4136",32655.2205640584,6.7039137219579,1.69e+08,1,1,"Top_30",1.1025e+14,2.8224e+14
"4137",20816.9605262596,7.27079286900546,9e+06,1,1,"other",2.75625e+11,6.62596e+11
"4138",33695.9527419033,7.08628242288099,1.369e+09,1,0,"other",1.44e+14,4.5369e+14
"4139",16371.9214995691,8.61842877960116,4e+06,1,1,"other",3.6e+09,8.649e+09
"4140",25896.305974114,6.7039137219579,8.1e+07,1,1,"other",2.89e+12,1.521e+13
"4141",27734.48059515,7.45123163898525,8.1e+07,1,0,"other",7.84e+12,3.025e+13
"4142",20032.7261773365,6.30150451067143,1e+06,1,1,"other",2.5e+11,0
"4143",27734.48059515,7.80086037616557,2.56e+08,1,0,"other",6.25e+12,1.681e+13
"4144",21618.8176101031,7.27079286900546,1.6e+07,1,1,"other",3.90625e+11,1.21e+12
"4145",28681.2444787277,7.27079286900546,7.29e+08,1,0,"other",1.369e+13,4.761e+13
"4146",20032.7261773365,7.45123163898525,4e+06,1,0,"other",1.05625e+11,3.51649e+11
"4147",31633.4844321214,8.13688012439014,7.29e+08,1,0,"other",3.025e+13,1.21e+14
"4148",31633.4844321214,7.62784626614106,4.41e+08,2,0,"other",4.9e+13,1.7161e+14
"4149",25896.305974114,8.30023899891754,4.9e+07,1,0,"other",1e+12,1.96e+12
"4150",32655.2205640584,7.27079286900546,3.61e+08,1,0,"other",1e+14,3.1684e+14
"4151",34755.7805546427,7.62784626614106,2.116e+09,2,1,"other",1.44e+14,0
"4152",25004.6851532663,8.9261396899676,3.6e+07,1,0,"other",1.05625e+11,2.21841e+11
"4153",17784.6297377822,7.27079286900546,4e+06,1,0,"other",4e+10,1.05625e+11
"4154",30630.6439676987,7.62784626614106,1.024e+09,1,1,"other",3.6e+13,1.1449e+14
"4155",30630.6439676987,7.45123163898525,3.6e+07,1,0,"other",5.625e+13,2.6569e+14
"4156",28681.2444787277,8.7735324353329,2.5e+07,2,0,"other",4e+12,9.61e+12
"4157",27734.48059515,7.27079286900546,6.4e+07,1,0,"other",7.29e+12,2.809e+13
"4158",24131.2337482305,7.27079286900546,9e+06,1,0,"other",1e+12,3.61e+12
"4159",34755.7805546427,6.89742513781528,5.76e+08,1,0,"other",1.5625e+14,5.6644e+14
"4160",20032.7261773365,8.61842877960116,1e+06,1,0,"other",3.61e+10,7.6176e+10
"4161",20032.7261773365,8.9261396899676,9e+06,1,0,"other",1.21e+10,3.7249e+10
"4162",34755.7805546427,7.27079286900546,1.69e+08,1,0,"other",1.44e+14,6.2001e+14
"4163",15691.0232102274,6.89742513781528,1.6e+07,1,1,"other",1.96e+10,6.7081e+10
"4164",20816.9605262596,8.61842877960116,9e+06,1,1,"other",5.76e+10,1.38384e+11
